sample_id,answer_clean,score_clean,conf_clean,answer_degraded,score_degraded,conf_degraded,answer_L25,score_L25,conf_L25,answer_token_count_L25,answer_L31,score_L31,conf_L31,answer_token_count_L31,answer_L25_norm,answer_L31_norm,answer_stable_25_31,delta_conf_31_minus_25,delta_score_31_minus_25,final_correct_ge_0p5,final_fully_correct,high_final_conf_top_quartile,overconfident_hallucination_q75
573877000,No,1.0,0.9850918650627136,No,1.0,0.9518986940383911,No,1.0,0.9831283092498779,1,No,1.0,0.9850918650627136,1,no,no,True,0.0019635558128356934,0.0,True,True,True,False
66761002,10:,0.0,0.45054468512535095,12:,0.0,0.5030385851860046,12:,0.0,0.5080904960632324,3,12:,0.0,0.5030385851860046,3,12,12,True,-0.005051910877227783,0.0,False,False,False,False
405355006,Train,1.0,0.9084665775299072,Car,0.0,0.4392245411872864,Train,1.0,0.9022467732429504,1,Train,1.0,0.9084665775299072,1,train,train,True,0.006219804286956787,0.0,True,True,False,False
133515010,Yes,1.0,0.6582214832305908,No,0.3333333333333333,0.6256912350654602,Yes,1.0,0.6368177533149719,1,Yes,1.0,0.6582214832305908,1,yes,yes,True,0.021403729915618896,0.0,True,True,False,False
47071002,10 feet,0.3333333333333333,0.6311097145080566,10 feet,0.3333333333333333,0.5754438042640686,10 feet,0.3333333333333333,0.5997028946876526,3,10 feet,0.3333333333333333,0.5754438042640686,3,10 feet,10 feet,True,-0.024259090423583984,0.0,False,False,False,False
124621004,Clear,0.0,0.678186297416687,Clear,0.0,0.5807814002037048,Clear,0.0,0.6753808259963989,1,Clear,0.0,0.678186297416687,1,clear,clear,True,0.002805471420288086,0.0,False,False,False,False
190313007,Black,1.0,0.7839192152023315,Black,1.0,0.724999189376831,Black,1.0,0.790372908115387,1,Black,1.0,0.7839192152023315,1,black,black,True,-0.00645369291305542,0.0,True,True,False,False
142246027,Dining room,1.0,0.6696761250495911,Bathroom,0.0,0.6512690782546997,Living room,0.6666666666666666,0.6034804582595825,2,Dining room,1.0,0.63864666223526,3,living room,dining room,False,0.03516620397567749,0.33333333333333337,True,True,False,False
263758002,2,1.0,0.48474928736686707,0,0.0,0.947729766368866,0,0.0,0.8664640188217163,1,0,0.0,0.947729766368866,1,0,0,True,0.08126574754714966,0.0,False,False,True,True
388481003,No,1.0,0.7332242727279663,No,1.0,0.8491808176040649,No,1.0,0.7393407821655273,1,No,1.0,0.7332242727279663,1,no,no,True,-0.006116509437561035,0.0,True,True,False,False
512240002,Man,1.0,0.47296085953712463,Man,1.0,0.6416214108467102,Man,1.0,0.4766649007797241,1,Man,1.0,0.47296085953712463,1,man,man,True,-0.0037040412425994873,0.0,True,True,False,False
309467004,Ski poles,1.0,0.7405120134353638,Nothing,0.0,0.6795273423194885,Ski poles,1.0,0.5921983122825623,3,Ski poles,1.0,0.6559144258499146,3,ski poles,ski poles,True,0.0637161135673523,0.0,True,True,False,False
3947005,White,1.0,0.7737977504730225,White,1.0,0.2627255618572235,White,1.0,0.6949854493141174,1,White,1.0,0.7737977504730225,1,white,white,True,0.07881230115890503,0.0,True,True,False,False
305962003,No,1.0,0.5413813591003418,No,1.0,0.9510819911956787,No,1.0,0.5948134064674377,1,No,1.0,0.5413813591003418,1,no,no,True,-0.05343204736709595,0.0,True,True,False,False
364725010,Yes,1.0,0.6000699996948242,No,0.3333333333333333,0.6331303119659424,Yes,1.0,0.5811711549758911,1,Yes,1.0,0.6000699996948242,1,yes,yes,True,0.018898844718933105,0.0,True,True,False,False
140017003,No,1.0,0.6329370737075806,Yes,0.0,0.7144626975059509,No,1.0,0.6145558953285217,1,No,1.0,0.6329370737075806,1,no,no,True,0.018381178379058838,0.0,True,True,False,False
468885008,Bathroom,1.0,0.9966930747032166,Living room,0.0,0.5622330904006958,Bathroom,1.0,0.9940387606620789,2,Bathroom,1.0,0.9936822056770325,2,bathroom,bathroom,True,-0.0003565549850463867,0.0,True,True,True,False
198271006,Tower,1.0,0.6244093179702759,Wall,0.0,0.6250518560409546,Tower,1.0,0.49225494265556335,1,Tower,1.0,0.6244093179702759,1,tower,tower,True,0.13215437531471252,0.0,True,True,False,False
485909000,No,1.0,0.6889469027519226,No,1.0,0.7508339285850525,No,1.0,0.6988486051559448,1,No,1.0,0.6889469027519226,1,no,no,True,-0.009901702404022217,0.0,True,True,False,False
440000001,Cows,1.0,0.8111498355865479,None,0.0,0.29691681265830994,Cows,1.0,0.78502357006073,2,Cows,1.0,0.7585307359695435,2,cows,cows,True,-0.026492834091186523,0.0,True,True,False,False
356500001,2,1.0,0.2313540279865265,0,0.0,0.6659985184669495,0,0.0,0.5025876760482788,1,0,0.0,0.6659985184669495,1,0,0,True,0.16341084241867065,0.0,False,False,False,False
8445003,Female,1.0,0.9152938723564148,Female,1.0,0.658664345741272,Female,1.0,0.9093104600906372,2,Female,1.0,0.9157849550247192,2,female,female,True,0.006474494934082031,0.0,True,True,False,False
345507003,No,1.0,0.8150569796562195,No,1.0,0.9782571792602539,No,1.0,0.8309697508811951,1,No,1.0,0.8150569796562195,1,no,no,True,-0.015912771224975586,0.0,True,True,False,False
452721022,Yes,1.0,0.7056400775909424,Yes,1.0,0.7120130658149719,Yes,1.0,0.6990957856178284,1,Yes,1.0,0.7056400775909424,1,yes,yes,True,0.006544291973114014,0.0,True,True,False,False
52232006,Brown,1.0,0.5396069288253784,Brown,1.0,0.43824583292007446,Brown,1.0,0.5995956063270569,1,Brown,1.0,0.5396069288253784,1,brown,brown,True,-0.05998867750167847,0.0,True,True,False,False
477466004,Pizza,1.0,0.9932034611701965,Nothing,0.0,0.2950756847858429,Pizza,1.0,0.9830098748207092,2,Pizza,1.0,0.9472165703773499,2,pizza,pizza,True,-0.035793304443359375,0.0,True,True,True,False
134483016,No,1.0,0.7808706760406494,No,1.0,0.75624680519104,No,1.0,0.7727276682853699,1,No,1.0,0.7808706760406494,1,no,no,True,0.008143007755279541,0.0,True,True,False,False
557127002,Green,1.0,0.8795414566993713,White,0.0,0.3344150483608246,Green,1.0,0.7993823289871216,1,Green,1.0,0.8795414566993713,1,green,green,True,0.08015912771224976,0.0,True,True,False,False
516868001,Black,0.0,0.4140888750553131,White,0.0,0.6527461409568787,Blue,1.0,0.2968825101852417,1,Black,0.0,0.4140888750553131,1,blue,black,False,0.11720636487007141,-1.0,False,False,False,False
410380003,Yes,1.0,0.9607880711555481,No,0.0,0.9300704598426819,Yes,1.0,0.9228200912475586,1,Yes,1.0,0.9607880711555481,1,yes,yes,True,0.0379679799079895,0.0,True,True,True,False
212470000,No,1.0,0.7454929351806641,No,1.0,0.6711224913597107,No,1.0,0.7512584924697876,1,No,1.0,0.7454929351806641,1,no,no,True,-0.005765557289123535,0.0,True,True,False,False
209142000,Yes,1.0,0.976751983165741,Yes,1.0,0.6285125613212585,Yes,1.0,0.9672530889511108,1,Yes,1.0,0.976751983165741,1,yes,yes,True,0.009498894214630127,0.0,True,True,True,False
341603000,Table,0.0,0.10019492357969284,Table,0.0,0.1428852528333664,Table,0.0,0.11900115758180618,1,Table,0.0,0.10019492357969284,1,table,table,True,-0.018806234002113342,0.0,False,False,False,False
510095003,Yellow,1.0,0.9935588240623474,Green,0.0,0.6152535080909729,Yellow,1.0,0.9906469583511353,2,Yellow,1.0,0.9934548139572144,2,yellow,yellow,True,0.0028078556060791016,0.0,True,True,True,False
542933000,Texas a&m,0.3333333333333333,0.9116041660308838,None,0.0,0.1759183555841446,Texas,0.6666666666666666,0.8941321969032288,1,Texas,0.6666666666666666,0.9021250009536743,1,texas,texas,True,0.007992804050445557,0.0,True,False,False,False
325228003,No,1.0,0.6505761742591858,No,1.0,0.8506848216056824,No,1.0,0.6679565906524658,1,No,1.0,0.6505761742591858,1,no,no,True,-0.01738041639328003,0.0,True,True,False,False
101414004,No,1.0,0.6890287399291992,No,1.0,0.5919482111930847,No,1.0,0.7021381855010986,1,No,1.0,0.6890287399291992,1,no,no,True,-0.013109445571899414,0.0,True,True,False,False
341969002,Library,1.0,0.8364937901496887,Outside,0.0,0.6057530641555786,Library,1.0,0.7616283893585205,1,Library,1.0,0.8364937901496887,1,library,library,True,0.07486540079116821,0.0,True,True,False,False
144468001,Straw,0.6666666666666666,0.7026767134666443,Metal,0.0,0.30432888865470886,Straw,0.6666666666666666,0.6503386497497559,2,Straw,0.6666666666666666,0.6614551544189453,2,straw,straw,True,0.011116504669189453,0.0,True,False,False,False
29160001,No,1.0,0.6686998009681702,No,1.0,0.9226531982421875,No,1.0,0.6857260465621948,1,No,1.0,0.6686998009681702,1,no,no,True,-0.017026245594024658,0.0,True,True,False,False
32888004,Black,1.0,0.9250761270523071,Black,1.0,0.4920549690723419,Black,1.0,0.8992337584495544,1,Black,1.0,0.9250761270523071,1,black,black,True,0.025842368602752686,0.0,True,True,False,False
66072000,Black,0.0,0.66555255651474,White,0.0,0.1846536099910736,Black,0.0,0.606430172920227,1,Black,0.0,0.66555255651474,1,black,black,True,0.05912238359451294,0.0,False,False,False,False
311190001,Yes,1.0,0.943973183631897,No,0.0,0.903967022895813,Yes,1.0,0.905714750289917,1,Yes,1.0,0.943973183631897,1,yes,yes,True,0.03825843334197998,0.0,True,True,True,False
553808003,Orange,1.0,0.9702239632606506,Apple,0.0,0.24468828737735748,Orange,1.0,0.9629791975021362,1,Orange,1.0,0.9702239632606506,1,orange,orange,True,0.007244765758514404,0.0,True,True,True,False
261346000,Yes,1.0,0.9283792972564697,Yes,1.0,0.9457441568374634,Yes,1.0,0.9200596809387207,1,Yes,1.0,0.9283792972564697,1,yes,yes,True,0.008319616317749023,0.0,True,True,True,False
143541003,Yes,1.0,0.9810569882392883,No,0.0,0.9455405473709106,Yes,1.0,0.9625487923622131,1,Yes,1.0,0.9810569882392883,1,yes,yes,True,0.018508195877075195,0.0,True,True,True,False
465272001,England,1.0,0.5680826306343079,England,1.0,0.11084162443876266,England,1.0,0.5432471036911011,1,England,1.0,0.5680826306343079,1,england,england,True,0.024835526943206787,0.0,True,True,False,False
257910002,1,1.0,0.9878969192504883,0,0.0,0.750155508518219,0,0.0,0.5962091088294983,1,0,0.0,0.750155508518219,1,0,0,True,0.1539463996887207,0.0,False,False,False,False
118778002,Yellow,0.3333333333333333,0.5882225632667542,White,0.3333333333333333,0.4590204656124115,Yellow,0.3333333333333333,0.49990740418434143,2,Yellow,0.3333333333333333,0.5881439447402954,2,yellow,yellow,True,0.08823654055595398,0.0,False,False,False,False
448205001,No,1.0,0.987946093082428,No,1.0,0.9215255379676819,No,1.0,0.9875651001930237,1,No,1.0,0.987946093082428,1,no,no,True,0.0003809928894042969,0.0,True,True,True,False
168953001,1,0.0,0.2715601325035095,0,0.0,0.4732109606266022,1,0.0,0.36700010299682617,1,0,0.0,0.4732109606266022,1,1,0,False,0.106210857629776,0.0,False,False,False,False
313718002,2,1.0,0.4233580529689789,0,0.0,0.803621768951416,0,0.0,0.5817898511886597,1,0,0.0,0.803621768951416,1,0,0,True,0.22183191776275635,0.0,False,False,False,False
377111001,Yes,1.0,0.9030510187149048,No,0.0,0.9636713862419128,Yes,1.0,0.8476839065551758,1,Yes,1.0,0.9030510187149048,1,yes,yes,True,0.055367112159729004,0.0,True,True,False,False
552371001,Grass,0.0,0.3882862329483032,Dog,0.0,0.11832894384860992,Ground,0.0,0.4226415157318115,2,Ground,0.0,0.40518906712532043,2,ground,ground,True,-0.01745244860649109,0.0,False,False,False,False
75655002,Dell,1.0,0.5537611842155457,Dell,1.0,0.5490541458129883,Dell,1.0,0.5898311138153076,2,Dell,1.0,0.5530644059181213,2,dell,dell,True,-0.03676670789718628,0.0,True,True,False,False
187187012,Yes,1.0,0.5516619682312012,No,0.6666666666666666,0.8346019983291626,Yes,1.0,0.5164795517921448,1,Yes,1.0,0.5516619682312012,1,yes,yes,True,0.035182416439056396,0.0,True,True,False,False
573753000,Yes,0.0,0.5386998057365417,No,1.0,0.5731961727142334,Yes,0.0,0.5192137360572815,1,Yes,0.0,0.5386998057365417,1,yes,yes,True,0.019486069679260254,0.0,False,False,False,False
518188004,White,1.0,0.9031699299812317,White,1.0,0.6681092977523804,White,1.0,0.886419951915741,1,White,1.0,0.9031699299812317,1,white,white,True,0.016749978065490723,0.0,True,True,False,False
422686001,No,1.0,0.9378954172134399,No,1.0,0.9851016998291016,No,1.0,0.9439172744750977,1,No,1.0,0.9378954172134399,1,no,no,True,-0.006021857261657715,0.0,True,True,True,False
528496001,Yes,1.0,0.9170712232589722,No,0.0,0.5955215096473694,Yes,1.0,0.8988354206085205,1,Yes,1.0,0.9170712232589722,1,yes,yes,True,0.01823580265045166,0.0,True,True,False,False
512667002,Yes,1.0,0.702127993106842,No,1.0,0.866561233997345,Yes,1.0,0.6650042533874512,1,Yes,1.0,0.702127993106842,1,yes,yes,True,0.03712373971939087,0.0,True,True,False,False
53420004,Baseball,1.0,0.9962548017501831,None,0.0,0.23617570102214813,Baseball,1.0,0.9925058484077454,1,Baseball,1.0,0.9962548017501831,1,baseball,baseball,True,0.003748953342437744,0.0,True,True,True,False
97156001,Suitcase,1.0,0.990805983543396,Car,0.0,0.6760802865028381,Suitcase,1.0,0.9858471155166626,3,Suitcase,1.0,0.9851639866828918,3,suitcase,suitcase,True,-0.000683128833770752,0.0,True,True,True,False
531607000,No,1.0,0.9259799718856812,Yes,0.0,0.7150285840034485,No,1.0,0.9227014183998108,1,No,1.0,0.9259799718856812,1,no,no,True,0.0032785534858703613,0.0,True,True,True,False
566923002,They are not,0.0,0.35836276412010193,They are not covered,0.0,0.565670907497406,They are not covered,0.0,0.4459129571914673,4,They are not covered,0.0,0.445353627204895,4,they are not covered,they are not covered,True,-0.0005593299865722656,0.0,False,False,False,False
357758025,Blue and black,0.0,0.6963987946510315,Black,0.0,0.47581765055656433,Blue,1.0,0.8640514612197876,1,Blue,1.0,0.8912551999092102,1,blue,blue,True,0.027203738689422607,0.0,True,True,False,False
515367000,Yellow,1.0,0.729019820690155,No shoes,0.0,0.5499383807182312,Black,0.0,0.4436025321483612,1,Yellow,1.0,0.7278468012809753,2,black,yellow,False,0.28424426913261414,1.0,True,True,False,False
74412000,No,1.0,0.8632479906082153,No,1.0,0.8974462747573853,No,1.0,0.8686767220497131,1,No,1.0,0.8632479906082153,1,no,no,True,-0.005428731441497803,0.0,True,True,False,False
242945002,Mountains,1.0,0.3882555663585663,Sky,0.0,0.3387056887149811,Mountains,1.0,0.4268423914909363,1,Mountains,1.0,0.3882555663585663,1,mountains,mountains,True,-0.038586825132369995,0.0,True,True,False,False
33815002,No,1.0,0.757183849811554,No,1.0,0.8232311010360718,No,1.0,0.760002076625824,1,No,1.0,0.757183849811554,1,no,no,True,-0.0028182268142700195,0.0,True,True,False,False
321543002,No,1.0,0.9742899537086487,Yes,0.0,0.8098410367965698,No,1.0,0.9682260751724243,1,No,1.0,0.9742899537086487,1,no,no,True,0.006063878536224365,0.0,True,True,True,False
